Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,finance_relevant,unep_attributed,attributable_relevant_doc,sd,finance_policy_score,unep_attribution_score,instrument_type,action_stage,actor_type,evidence_level,finance_justification,unep_justification,evidence_phrases
Rwanda,2018-2022,https://www.chathamhouse.org/sites/default/files/publications/research/2019-05-22-Circular%20Economy.pdf,2018,2022,2020,An Inclusive Circular Economy,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_chathamhouse_org_An_Inclusive_Circular_Economy.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to Rwanda or 2018-2022, nor does it discuss finance, economy, environment, business, or sustainability in the context of SCP, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on the SP6.1 policy instrument or standard in Rwanda (2018-2022).",[]
Rwanda,2018-2022,https://www.cuts-geneva.org/wp-content/uploads/2023/09/KP2021-CUN-Circular_Economy_in_Rwanda.pdf,2018,2022,2020,"Rwanda - Country Update - CUTS International, Geneva",in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_cuts-geneva_org_Rwanda_Country_Update_CUTS_International_Geneva.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Rwanda,2018-2022,https://www.efdinitiative.org/sites/default/files/publications/Green_Economy_Learning_A_Resource_Guide.pdf,2018,2022,2020,Green Economy Learning a Resource Guide,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_efdinitiative_org_Green_Economy_Learning_a_Resource_Guide.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found due to document fetch error.,No UNEP attribution due to document fetch error.,[]
Rwanda,2018-2022,https://www.elibrary.imf.org/view/journals/001/2019/185/article-A001-en.xml,2018,2022,2020,Macroeconomic and Financial Policies for Climate Change ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_elibrary_imf_org_Macroeconomic_and_Financial_Policies_for_Climate_C.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Rwanda,2018-2022,https://www.environment.gov.rw/fileadmin/user_upload/Moe/Publications/Policies/Revised_National_Land_Policy-Final_Version_2019.pdf,2018,2022,2020,REPUBLIC OF RWANDA,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_environment_gov_rw_REPUBLIC_OF_RWANDA.txt,False,False,False,,0,0,none,none,unclear,unclear,"No evidence found related to sustainable consumption and production, circular economy, green economy, or related policy instruments in Rwanda from 2018-2022.",No explicit link to UNEP or UNEP-supported work found.,[]
Rwanda,2018-2022,https://www.environment.gov.rw/news-detail/rwanda-hosts-first-national-circular-economy-forum-to-advance-green-growth-1,2018,2022,2020,Rwanda hosts first National Circular Economy Forum to ...,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_environment_gov_rw_Rwanda_hosts_first_National_Circular_Economy_Forum.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Rwanda,2018-2022,https://www.ey.com/en_gl/insights/government-public-sector/six-ways-that-governments-can-drive-the-green-transition,2018,2022,2020,Six ways that governments can drive the green transition,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_ey_com_Six_ways_that_governments_can_drive_the_green_tran.txt,False,False,False,,0,0,none,none,unclear,global,"The document does not provide specific evidence related to Rwanda or the time window 2018-2022. It discusses general sustainability and green economy principles, but does not mention any specific policy instruments or standards adopted or taken action on by a government, public-sector institution, or private-sector institution in Rwanda.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Rwanda during 2018-2022. The document does not mention UNEP or any UNEP-supported entities.,[]
Rwanda,2018-2022,https://www.facebook.com/RDBrwanda/posts/on-natureday-at-cop26-rwanda-commits-to-achieving-its-bold-vision-to-be-a-carbon/4427288350640955/,2018,2022,2020,"On #NatureDay at #COP26, Rwanda commits to achieving ...",One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_facebook_com_On_NatureDay_at_COP26_Rwanda_commits_to_achieving_.txt,True,False,False,,60,0,green economy policy,committed,government,national,Rwanda commits to achieving its bold vision to be a carbon neutral economy by 2050 by promoting sustainable green investment.,No explicit link to UNEP or UNEP-supported work.,"[""Rwanda commits to achieving its bold vision to be a carbon neutral economy by 2050 by promoting sustainable green investment.""]"
Rwanda,2018-2022,https://www.facebook.com/calabashnewspaper/posts/during-plastic-leadership-workshoptourism-minister-states-that-plastic-pollution/1827230784123909/,2018,2022,2020,The Calabash Newspaper,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_facebook_com_The_Calabash_Newspaper.txt,False,False,False,,0,0,none,none,unclear,regional,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022. It discusses a project in Sierra Leone, not Rwanda.",There is no explicit link to UNEP or UNEP-supported work in the document.,[]
Rwanda,2018-2022,https://www.fsb.org/uploads/P050619.pdf,2018,2022,2020,2019 Status Report - Task Force on Climate-related ...,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_fsb_org_2019_Status_Report_Task_Force_on_Climate_related_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Rwanda,2018-2022,https://www.global-taskforce.org/sites/default/files/2021-07/5th%20report_gtf_hlpf_2021.pdf,2018,2022,2020,TOWARDS THE LOCALIZATION OF THE SDGs,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_global-taskforce_org_TOWARDS_THE_LOCALIZATION_OF_THE_SDGs.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found due to document fetch error.,No relevant information found due to document fetch error.,[]
Rwanda,2018-2022,https://www.government.se/globalassets/government/dokument/regeringskansliet/agenda-2030-och-de-globala-malen-for-hallbar-utveckling/voluntary-national-review-vnr/voluntary_national_review_2021_sweden_report_on_the_implementation_of_the_2030_agenda_web.pdf,2018,2022,2020,Report on the implementation of the 2030 Agenda for ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_government_se_Report_on_the_implementation_of_the_2030_Agenda_fo.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Rwanda during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and the policy instruments or standards mentioned in the document.,"[""The document is about Sweden's Voluntary National Review on the implementation of the 2030 Agenda for Sustainable Development.""]"
Rwanda,2018-2022,https://www.iisd.org/system/files/publications/igf-asm-global-trends.pdf,2018,2022,2020,Global Trends in Artisanal and Small-Scale Mining (ASM),One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_iisd_org_Global_Trends_in_Artisanal_and_Small_Scale_Mining_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Rwanda,2018-2022,https://www.ilo.org/sites/default/files/wcmsp5/groups/public/@ed_norm/@ipec/documents/publication/wcms_716930.pdf,2018,2022,2020,"Ending child labour, forced labour and human trafficking in ...",One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_ilo_org_Ending_child_labour_forced_labour_and_human_traffi.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments in Rwanda during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and policy instruments or standards related to SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.ipcc.ch/site/assets/uploads/sites/4/2019/11/10_Chapter-7.pdf,2018,2022,2020,Risk management and decision-making in relation to ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_ipcc_ch_Risk_management_and_decision_making_in_relation_to.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches in Rwanda during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and policy instruments or standards for SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.itu.int/en/itu-d/environment/documents/toolbox/gem_2020_def.pdf,2018,2022,2020,The Global E-waste Monitor 2020,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_itu_int_The_Global_E_waste_Monitor_2020.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Rwanda,2018-2022,https://www.local2030.org/library/437/Working-Together-Integration-Institutions-and-the-Sustainable-Development-Goals-World-Public-Sector-Report-2018.pdf,2018,2022,2020,Working-Together-Integration-Institutions-and-the- ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_local2030_org_Working_Together_Integration_Institutions_and_the_.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments in Rwanda during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard related to SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.minagri.gov.rw/fileadmin/user_upload/Minagri/Publications/Annual_Reports/UN_Food_Systems_Summit_2021_NATIONAL_DIALOGUES_REPORT_04_Feb_2022.pdf,2018,2022,2020,UN Food Systems Summit 2021 Rwanda's ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_minagri_gov_rw_UN_Food_Systems_Summit_2021_Rwanda_s_.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document retrieval failure.,No evidence found due to document retrieval failure.,[]
Rwanda,2018-2022,https://www.oneplanetnetwork.org/home,2018,2022,2020,One Planet network: Home,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_oneplanetnetwork_org_One_Planet_network_Home.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards for Rwanda in 2018-2022.",There is no explicit link between UNEP or UNEP-supported entities and any policy instrument or standard in the document.,[]
Rwanda,2018-2022,https://www.oneplanetnetwork.org/sites/default/files/from-crm/69.WFP_Evaluation%2520of%2520USDA%2520local%2520and%2520regional%2520food%2520aid%2520procurement%2520program%2520in%2520Rwanda.pdf,2018,2022,2020,Decentralized Evaluation,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_oneplanetnetwork_org_Decentralized_Evaluation.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance in Rwanda from 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in the document.,[]
Rwanda,2018-2022,https://www.oneplanetnetwork.org/sites/default/files/from-crm/Africa_highlights_final_211102.pdf,2018,2022,2020,Circular Built Environment,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_oneplanetnetwork_org_Circular_Built_Environment.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not provide explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Rwanda for the period 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard related to SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.pwc.nl/en/assets/documents/pwc-the-road-to-circularity-en.pdf,2018,2022,2020,The road to circularity,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_pwc_nl_The_road_to_circularity.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance instruments adopted or taken action on by a government or public/private institution in Rwanda during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument, standard, or action related to SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.reg.rw/fileadmin/user_upload/Strategic_Environmental_Assessment_for_RUEAP.pdf,2018,2022,2020,strategic environmental assessment for rwanda universal ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_reg_rw_strategic_environmental_assessment_for_rwanda_univ.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, or policy instruments that accelerate the shift towards SCP, circularity, or green economy approaches.",There is no explicit link between UNEP or UNEP-supported work and the policy instrument or standard mentioned in the document.,[]
Rwanda,2018-2022,https://www.sciencedirect.com/science/article/pii/S0306919221001433,2018,2022,2020,Viewpoint: Rigorous monitoring is necessary to guide food ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Viewpoint_Rigorous_monitoring_is_necessary_to_guid.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about sustainable finance, green economy, circular economy, or sustainable consumption and production policies or standards in Rwanda for the period 2018-2022.",There is no mention of UNEP or any UNEP-supported work in the document.,[]
Rwanda,2018-2022,https://www.sei.org/wp-content/uploads/2018/11/sdg-12-responsible-consumption-and-production-a-review-of-research-needs.pdf,2018,2022,2020,SDG 12: Responsible Consumption and Production,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_sei_org_SDG_12_Responsible_Consumption_and_Production.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022. It is a general review of research needs for SDG 12 and does not mention specific policy instruments or standards adopted or taken action on by governments, public-sector institutions, or private-sector institutions in Rwanda.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.sei.org/wp-content/uploads/2018/11/sdg-12-responsible-consumption-and-production-review-of-research-needs.pdf,2018,2022,2020,SDG 12: Responsible Consumption and Production,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_sei_org_SDG_12_Responsible_Consumption_and_Production.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022, and does not discuss finance, economy, environment, business, or sustainability in the context of SCP, circularity, or green economy approaches.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.tandfonline.com/doi/full/10.1080/2157930X.2020.1846886,2018,2022,2020,Constructing the national innovation system in Rwanda,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_tandfonline_com_Constructing_the_national_innovation_system_in_Rwa.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards for Rwanda in 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Rwanda during 2018-2022.,[]
Rwanda,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,2018,2022,2020,Demystifying Finance for Circular Economies,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt,True,False,False,,40,0,Circular economy policy / strategy,developed,public-sector institution,national,"The document provides insights into practical approaches to financing circularity, but it does not contain explicit evidence of adopted or implemented policy instruments or standards in Rwanda during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on the policy instrument or standard in Rwanda during 2018-2022.","[""The report provides insights into practical approaches to financing circularity, such as the application of sectoral metrics in decision-making."", ""Recommendations for policymakers, financial industry regulators and supervisors to address barriers and stimulate opportunities include: Integrate measures to bring about the transition into existing and planned climate policies, rules and regulations.""]"
Rwanda,2018-2022,https://www.unfoodsystemshub.org/docs/unfoodsystemslibraries/fss-community/action-track-synthesis-reports/at2_synthesis-report-game-changing-and-systemic-solutions---wave-2.pdf,2018,2022,2020,Shift to sustainable and healthy consumption patterns,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_unfoodsystemshub_org_Shift_to_sustainable_and_healthy_consumption_patte.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022, nor does it discuss finance, economy, environment, business, or sustainability in the context of SCP, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument, standard, or action related to SCP, circularity, or green economy approaches in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,2018,2022,2020,Sustainable Development Goal 6 Synthesis Report on ...,One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, or sustainable finance or green finance instruments in Rwanda during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Rwanda during 2018-2022.,[]
Rwanda,2018-2022,https://www.wto.org/english/res_e/publications_e/unereport2018_e.pdf,2018,2022,2020,"Making trade work for the environment, prosperity and ...",One Planet Network supported Rwanda policy instruments standards sustainable consumption production developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_wto_org_Making_trade_work_for_the_environment_prosperity_a.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022, and does not discuss specific policy instruments or standards for sustainable consumption and production, circular economy, or green economy approaches.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Rwanda during 2018-2022.,[]
Rwanda,2018-2022,https://www3.weforum.org/docs/WEF_Lighthouse_Project_Report.pdf,2018,2022,2020,The Role of Lighthouse Projects,in collaboration with UNEP Rwanda circularity standards green economy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www3_weforum_org_The_Role_of_Lighthouse_Projects.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance instruments in Rwanda during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Rwanda during 2018-2022.,[]
Rwanda,2022-2026,https://bti-project.org/en/reports/country-report/RWA,2022,2026,2024,BTI 2026 Rwanda Country Report,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,bti-project_org_BTI_2026_Rwanda_Country_Report.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Rwanda,2022-2026,https://ca1-cpm.edcdn.com/downloads/Annual-CPM-Report-2024.pdf?v=1740063705,2022,2026,2024,OXFORD CLIMATE POLICY MONITOR 2024 ANNUAL REVIEW,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,ca1-cpm_edcdn_com_OXFORD_CLIMATE_POLICY_MONITOR_2024_ANNUAL_REVIEW.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments in Rwanda during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Rwanda during 2022-2026.",[]
Rwanda,2022-2026,https://cepr.org/system/files/publication-files/175477-scaling_up_sustainable_finance_and_investment_in_the_global_south.pdf,2022,2026,2024,Scaling Up Sustainable Finance and Investment in the ...,UNEP Finance Initiative supported Rwanda green economy policy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,cepr_org_Scaling_Up_Sustainable_Finance_and_Investment_in_t.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Rwanda during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Rwanda during 2022-2026.",[]
Rwanda,2022-2026,https://climateactiontracker.org/documents/1066/2022_08_CAT_Governance_Report_Rwanda.pdf,2022,2026,2024,CAT Clmate Governance Series - Rwanda,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,climateactiontracker_org_CAT_Clmate_Governance_Series_Rwanda.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Rwanda,2022-2026,https://documents1.worldbank.org/curated/en/099083125044032319/pdf/P505244-d7a980dd-0d93-4aa4-801d-1ac3488ae43e.pdf,2022,2026,2024,The World Bank,UNEP Finance Initiative supported Rwanda green economy policy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,documents1_worldbank_org_The_World_Bank.txt,True,False,False,,80,0,"green finance strategy, sustainable public procurement, climate finance","developed, implemented, launched",government,national,"The document provides evidence of Rwanda's efforts to boost green finance, investment, and trade. The government has made significant progress in implementing reforms aimed at creating a level playing field and mobilizing investment, particularly green investment. The Climate and Nature Finance Strategy (CNFS) was launched in 2024, and the government has committed to its implementation, unlocking $576 million in climate finance. Additionally, the Sustainable Public Procurement (SPP) framework has been developed, and pilot products are being implemented.","There is no explicit mention of UNEP or UNEP-supported work in the document. The document primarily focuses on the World Bank's Implementation Status & Results Report for the 'Boosting Green Finance, Investment and Trade in Rwanda' project.","[""The government’s launch of the Climate and Nature Finance Strategy (CNFS) in 2024 and commitment to its implementation has unlocked US$576 million in climate finance"", ""The percentage value of contracts signed online stands at 58.46% as of June 30, 2025"", ""The pilot products to be implemented through the SPP framework are on track""]"
Rwanda,2022-2026,"https://downloads.unido.org/ot/36/38/36386976/2.%20Rwanda%20-%20KIP%20Stage%20I,%20first%20tranche%20%E2%80%93%20project%20document.pdf",2022,2026,2024,"2. Rwanda - KIP Stage I, first tranche – project document",UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,downloads_unido_org_2_Rwanda_KIP_Stage_I_first_tranche_project_documen.txt,True,False,False,,0,0,none,none,government,national,"The document does not provide explicit evidence of adopted or implemented policy instruments/standards for SCP, circularity, or green economy approaches in Rwanda during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Rwanda during 2022-2026.","[""No relevant evidence found.""]"
Rwanda,2022-2026,https://g20sfwg.org/wp-content/uploads/2025/10/2025-G20-SFWG-Presidency-and-Co-chairs-Sustainable-Finance-Report_vf.pdf,2022,2026,2024,2025 G20 Presidency and SFWG Co-chairs ...,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,g20sfwg_org_2025_G20_Presidency_and_SFWG_Co_chairs_.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document retrieval failure.,No evidence found due to document retrieval failure.,[]
Rwanda,2022-2026,https://gggi.org/wp-content/uploads/2022/09/Agenda-8.-Work-Program-and-Budget-2023-2024_Compendium-of-Business-Plans.pdf,2022,2026,2024,ATTACHMENT: COMPENDIUM OF BUSINESS PLANS,UNEP Finance Initiative supported Rwanda green economy policy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,gggi_org_ATTACHMENT_COMPENDIUM_OF_BUSINESS_PLANS.txt,False,False,False,,0,0,none,none,unclear,unclear,"No explicit evidence related to sustainable consumption and production, circular economy, green economy, or related policy instruments and standards for Rwanda in 2022-2026.",No explicit link to UNEP or UNEP-supported work.,[]
Rwanda,2022-2026,https://gggi.org/wp-content/uploads/2024/09/Compendium-of-Business-Plans.pdf,2022,2026,2024,WPB 2025-2026 Compendium of Business Plans,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,gggi_org_WPB_2025_2026_Compendium_of_Business_Plans.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Rwanda,2022-2026,https://gisdalliance.org/sites/default/files/2024-10/Blended_Finance_Best_Practice_Case_Studies_Lessons_Learned_0.pdf,2022,2026,2024,BLENDED FINANCE BEST PRACTICE,UNEP project Rwanda eco-label standard developed policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,gisdalliance_org_BLENDED_FINANCE_BEST_PRACTICE.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
