Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Lebanon,2022-2026,https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/CDP%20Climate%20Change%202022.pdf,2022,2026,2024,Climate Change 2023,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_saint-gobain_com_Climate_Change_2023.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.sipri.org/sites/default/files/files/books/SIPRI04BaiFro/SIPRI04BaiFro.pdf,2022,2026,2024,Business and Security: Public-Private Sector Relationships ...,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_sipri_org_Business_and_Security_Public_Private_Sector_Relati.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.thegef.org/sites/default/files/documents/2024-06/GEF_LandDegradation_LearningReport_2024_06_v2.pdf,2022,2026,2024,Land Degradation Neutrality Knowledge Management and ...,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_thegef_org_Land_Degradation_Neutrality_Knowledge_Management_a.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2022-2026.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Lebanon during 2022-2026.,"[""No relevant evidence found.""]"
Lebanon,2022-2026,https://www.thegef.org/sites/default/files/documents/2025-05/EN_GEF_C69_E_02_Eval_IW_focal_Area_Final.pdf,2022,2026,2024,Prepared by the Independent Evaluation Office,UNEP provided technical assistance Lebanon environmental assessment regulation adopted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_thegef_org_Prepared_by_the_Independent_Evaluation_Office.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2022-2026.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2022-2026.,[]
Lebanon,2022-2026,https://www.undp.org/sites/g/files/zskgke326/files/2022-06/Environmental%20justice-Guidance%20Note.pdf,2022,2026,2024,Promoting environmental justice,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_undp_org_Promoting_environmental_justice.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2022-2026.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Lebanon during 2022-2026.,[]
Lebanon,2022-2026,https://www.unep.org/annualreport/2022,2022,2026,2024,"UNEP, annual report, 2022",UNEP provided technical assistance Lebanon environmental assessment regulation adopted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_UNEP_annual_report_2022.txt,False,False,False,,0.0,0.0,none,none,unclear,No evidence found,No evidence found,[]
Lebanon,2022-2026,https://www.unep.org/events/conference/middle-east-and-north-africa-climate-week-2022,2022,2026,2024,Middle East and North Africa Climate Week 2022,UNEP provided technical assistance Lebanon environmental assessment regulation adopted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_Middle_East_and_North_Africa_Climate_Week_2022.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.unep.org/news-and-stories/story/2022-year-environmental-milestones,2022,2026,2024,2022: A year of environmental milestones,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_2022_A_year_of_environmental_milestones.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.unep.org/resources/newsletter/environmental-governance-update,2022,2026,2024,Environmental Governance Update,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_Environmental_Governance_Update.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.unep.org/resources/policy-and-strategy/switchmed-lebanon,2022,2026,2024,SwitchMed in Lebanon,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_SwitchMed_in_Lebanon.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.unwater.org/sites/default/files/2024-08/SDG6_Indicator_Report_651_Progress-on-Implementation-of-IWRM_2024_EN_0.pdf,2022,2026,2024,Progress on implementation of Integrated Water Resources ...,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unwater_org_Progress_on_implementation_of_Integrated_Water_Res.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Lebanon,2022-2026,https://www.wfd.org/sites/default/files/2022-07/wfd_lse_grantham_2022_addressing_the_climate_and_environmental_crises_through_better_governance_0.pdf,2022,2026,2024,Addressing the climate and environmental crises through ...,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_wfd_org_Addressing_the_climate_and_environmental_crises_th.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Lebanon during 2022-2026.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2022-2026.,"[""The document does not provide specific information about environmental law or institutional support in Lebanon during 2022-2026.""]"
Lebanon,2022-2026,https://www.whitehouse.gov/presidential-actions/2025/01/putting-america-first-in-international-environmental-agreements/,2022,2026,2024,Putting America First In International Environmental ...,in partnership with UNEP Lebanon environmental objectives policy law regulation revising environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_whitehouse_gov_Putting_America_First_In_International_Environment.txt,False,False,False,,0.0,0.0,none,none,unclear,The document does not contain explicit evidence related to Lebanon or environmental law and institutional support initiatives in Lebanon during 2022-2026.,There is no explicit link between UNEP and any environmental law or institutional support initiative in Lebanon during 2022-2026.,[]
Lebanon,2022-2026,https://www.wto.org/english/tratop_e/womenandtrade_e/gender_responsive_trade_agreement_db_e.htm,2022,2026,2024,Database on gender provisions in RTAs,UNEP provided technical assistance Lebanon environmental assessment regulation adopted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_wto_org_Database_on_gender_provisions_in_RTAs.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation for Lebanon during 2022-2026.","There is no explicit link between UNEP and any environmental law, legal framework, or institutional support initiative in Lebanon during 2022-2026.","[""No relevant evidence found""]"
Rwanda,2018-2022,http://climatepolicyinitiative.org/wp-content/uploads/2018/12/Understanding-and-Increasing-Finance-for-Climate-Adaptation-in-Developing-Countries-1.pdf,2018,2022,2020,Understanding-and-Increasing-Finance-for- ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Rwanda during 2018-2022.,"[""The document does not provide any relevant information for Rwanda or the specified time period.""]"
Rwanda,2018-2022,http://slocat.net/wp-content/uploads/2021/01/En-Route-to-COP26_Speaker-Bios.pdf,2018,2022,2020,Speaker Biographies,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,slocat_net_Speaker_Biographies.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Rwanda or the time window 2018-2022, nor does it discuss environmental law, institutional support initiatives, or internationally agreed environmental objectives.",There is no mention of UNEP in relation to environmental law or policy support in Rwanda for the specified time period.,[]
Rwanda,2018-2022,https://afrodad.org/sites/default/files/publications/Mineral-Resource-Governance-in-East-Africa.pdf,2018,2022,2020,MINERAL RESOURCE GOVERNANCE IN EAST AFRICA,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,afrodad_org_MINERAL_RESOURCE_GOVERNANCE_IN_EAST_AFRICA.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://elaw.org/eia-complete-eia-law-comparison,2018,2022,2020,Complete EIA Law Comparison,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,elaw_org_Complete_EIA_Law_Comparison.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,2018,2022,2020,First Global Report,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,environmentalmigration_iom_int_First_Global_Report.txt,False,False,False,,0.0,0.0,none,none,global,The document does not contain explicit evidence related to Rwanda or the time window 2018-2022.,The document does not explicitly link UNEP to any environmental law or institutional support initiative in Rwanda during 2018-2022.,"[""No relevant evidence found.""]"
Rwanda,2018-2022,https://epi.yale.edu/downloads/epi2018reportv06191901.pdf,2018,2022,2020,2018 ENVIRONMENTAL PERFORMANCE INDEX,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,epi_yale_edu_2018_ENVIRONMENTAL_PERFORMANCE_INDEX.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://ercst.org/wp-content/uploads/2021/02/20190615-Opportunities-for-mobilizing-private-climate-finance-through-Article-6.pdf,2018,2022,2020,Opportunities for mobilizing private climate finance through ...,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,ercst_org_Opportunities_for_mobilizing_private_climate_finan.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://gggi.org/wp-content/uploads/2021/12/GGGWeek2021-Proceedings_20211216_.pdf,2018,2022,2020,Record of Proceedings,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,gggi_org_Record_of_Proceedings.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Rwanda,2018-2022,https://imadahmed.com/2021/10/17/international-climate-finance-and-support-to-national-climate-policy-processes-in-emerging-markets-literature-review/,2018,2022,2020,International Climate Finance and support to national climate ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,imadahmed_com_International_Climate_Finance_and_support_to_natio.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Rwanda during 2018-2022.,"[""The document does not provide any information about Rwanda's environmental laws or policies.""]"
Rwanda,2018-2022,https://iucn.org/sites/default/files/content/documents/2020/unep_2021_global_report_on_environmental_rule_of_law_concept_note_-_for_distribution.pdf,2018,2022,2020,UNEP 2021 Global Report on Environmental Rule of Law,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,iucn_org_UNEP_2021_Global_Report_on_Environmental_Rule_of_L.txt,False,False,False,,0.0,0.0,none,none,global,The document is a general report on environmental rule of law and does not contain specific information about Rwanda or any new policies or institutional support initiatives implemented in Rwanda between 2018-2022.,"The document does not explicitly link UNEP to any new policy, legal instrument, regulation, law, legal framework, or institutional support initiative in Rwanda during 2018-2022.",[]
Rwanda,2018-2022,https://napglobalnetwork.org/wp-content/uploads/2019/04/napgn-en-2019-engaging-the-private-sector-in-national-adaptation-planning-processes.pdf,2018,2022,2020,Engaging the Private Sector in National Adaptation ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,napglobalnetwork_org_Engaging_the_Private_Sector_in_National_Adaptation.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Rwanda during 2018-2022.,"[""No relevant evidence found.""]"
Rwanda,2018-2022,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,2018,2022,2020,20 Years of Government Responses to the Global Plastic ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://openknowledge.worldbank.org/bitstreams/1269d406-9e96-559a-8e6a-2fecada5dd5c/download,2018,2022,2020,Plastic Waste Management in Rwanda: An Ex-post Policy ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,openknowledge_worldbank_org_Plastic_Waste_Management_in_Rwanda_An_Ex_post_Poli.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://orca.cardiff.ac.uk/id/eprint/153475/1/UNEP%20ECT2021%20final.pdf,2018,2022,2020,Environmental Courts and Tribunals – 2021,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,orca_cardiff_ac_uk_Environmental_Courts_and_Tribunals_2021.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Rwanda,2018-2022,"https://plasticsdb.surrey.ac.uk/documents/Rwanda/Ministry%20of%20Enviornment%20(2019)%20Rwanda%20National%20Environment%20and%20Climate%20Change%20Policy,%20Rwanda.pdf",2018,2022,2020,National Environment and Climate Change Policy,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,plasticsdb_surrey_ac_uk_National_Environment_and_Climate_Change_Policy.txt,True,False,False,,81.0,0.0,new environmental policy,adopted,national,"The National Environment and Climate Change Policy provides strategic direction and responses to emerging issues and critical challenges in environmental management and climate change adaptation and mitigation. It aims to guide the management of environment and natural resources in Rwanda, bearing in mind its linkages with socio-economic development.",There is no explicit mention of UNEP's support or involvement in the development or implementation of the National Environment and Climate Change Policy.,"[""The National Environment and Climate Change Policy provides strategic direction and responses to emerging issues and critical challenges in environmental management and climate change adaptation and mitigation."", ""The policy goal is for 'Rwanda to have a clean and healthy environment resilient to climate variability and change that supports a high quality of life for its society.'"", ""The policy outlines seven objectives, including green economic transformation, enhancing functional natural ecosystems, strengthening meteorological services, promoting climate change adaptation and mitigation, improving environmental well-being, and promoting green foreign and domestic direct investment.""]"
Rwanda,2018-2022,https://rwandalii.org/akn/rw/act/law/2018/48/eng@2018-09-21,2018,2022,2020,Law on Environment,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,rwandalii_org_Law_on_Environment.txt,True,False,False,,81.0,0.0,new environmental law,adopted,national,"The document contains explicit evidence of a new environmental law in Rwanda, specifically Law 48 of 2018, which determines modalities for protecting, conserving, and promoting the environment.","There is no explicit link between UNEP and the development, adoption, or implementation of Law 48 of 2018.","[""Law 48 of 2018"", ""This Law determines modalities for protecting, conserving and promoting the environment."", ""Published in Official Gazette special on 21 September 2018"", ""Assented to on 13 August 2018"", ""Commenced on 21 September 2018""]"
Rwanda,2018-2022,https://stakeholderforum.org/wp-content/uploads/2021/12/UNEP-Asia-Pacific-Region-CB-Webninar-Presentation-2-Dec-2021-Website.pdf,2018,2022,2020,Module 1: A recap - The structure of UNEP and UNEA,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,stakeholderforum_org_Module_1_A_recap_The_structure_of_UNEP_and_UNEA.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://unepccc.org/wp-content/uploads/2019/04/msme-adaptation-updated-web-2.pdf,2018,2022,2020,Private-sector action in adaptation: Perspectives on the ...,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unepccc_org_Private_sector_action_in_adaptation_Perspectives_o.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.",The document does not explicitly link UNEP to any environmental law or policy initiative in Rwanda during 2018-2022.,"[""No relevant evidence found""]"
Rwanda,2018-2022,https://unepgrid.ch/storage/app/media/documents/Sand_and_sustainability_UNEP_2019.pdf,2018,2022,2020,Sand and Sustainability: Finding new solutions for ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unepgrid_ch_Sand_and_Sustainability_Finding_new_solutions_for_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://unesdoc.unesco.org/ark:/48223/pf0000264687,2018,2022,2020,Culture for the 2030 Agenda,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unesdoc_unesco_org_Culture_for_the_2030_Agenda.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://unstats.un.org/unsd/environment/Compendia/Compendium%20of%20Environment%20Statistics%20of%20Rwanda%202018.pdf,2018,2022,2020,"Rwanda Compendium of Environment Statistics, 2018",UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unstats_un_org_Rwanda_Compendium_of_Environment_Statistics_2018.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation.","There is no explicit link between UNEP and any environmental law, policy, legal framework, or institutional support initiative in Rwanda during 2018-2022.","[""The document provides statistical information about Rwanda's environment, including environmental conditions, natural resources, and human activities impacting the environment. It covers various aspects such as climate change, land cover, water resources, soil characteristics, and environmental protection. However, it does not provide evidence of new or strengthened environmental policies, laws, or institutional support initiatives.""]"
Rwanda,2018-2022,https://wwfin.awsassets.panda.org/downloads/pgdelp__course_material.pdf,2018,2022,2020,POST GRADUATE DIPLOMA IN ENVIRONMENTAL LAW ...,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,wwfin_awsassets_panda_org_POST_GRADUATE_DIPLOMA_IN_ENVIRONMENTAL_LAW_.txt,False,False,False,,0.0,0.0,none,none,global,"The document is a course material for a Post Graduate Diploma in Environmental Law and Policy, and does not contain specific information about Rwanda or new policies, laws, or institutional support initiatives related to environmental law in Rwanda during 2018-2022.",There is no explicit link between UNEP and any environmental law or policy initiative in Rwanda during 2018-2022 in the document.,"[""course material"", ""environmental law and policy"", ""not specific to Rwanda or 2018-2022""]"
Rwanda,2018-2022,https://wwfint.awsassets.panda.org/downloads/forests_and_ndcs_v4.pdf,2018,2022,2020,ENHANCING FOREST TARGETS AND MEASURES IN ...,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,wwfint_awsassets_panda_org_ENHANCING_FOREST_TARGETS_AND_MEASURES_IN_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.","There is no explicit link between UNEP and any environmental law, legal instrument, regulation, law, legal framework, or institutional support initiative in Rwanda during 2018-2022.","[""No relevant evidence found.""]"
Rwanda,2018-2022,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Publications/Assessing_progress_in_forest_law_enforcement_and_governance_in_Africa.pdf,2018,2022,2020,Assessing progress in forest law enforcement and ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_afdb_org_Assessing_progress_in_forest_law_enforcement_and_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://www.cbd.int/doc/nr/nr-06/rw-nr-06-en.pdf,2018,2022,2020,Rwanda 6th National Report to the ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_cbd_int_Rwanda_6th_National_Report_to_the_.txt,True,False,False,,81.0,0.0,environmental policy / law / regulation / legal framework,developed / adopted,national,"The document provides detailed information on Rwanda's National Biodiversity Strategy and Action Plan (NBSAP) and its implementation. It highlights various achievements towards the 19 national targets set under the NBSAP, including increasing forest cover, conserving biodiversity, and promoting sustainable development.",There is no explicit mention of UNEP's involvement in the development or implementation of Rwanda's NBSAP or environmental policies in the provided document.,"[""Rwanda National Biodiversity Strategy and Action Plan 2016"", ""Vision 2020 Economic Development and Poverty Reduction Strategy (EDPRS II)"", ""National Strategy for Transformation (NSTI 2018-2024)"", ""Rwanda Environment Management Authority (REMA)"", ""United Nations Environment Programme (UNEP) - no explicit mention of involvement""]"
Rwanda,2018-2022,https://www.econstor.eu/bitstream/10419/270798/1/183815860X.pdf,2018,2022,2020,Evaluating environment in international development,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_econstor_eu_Evaluating_environment_in_international_developmen.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Rwanda,2018-2022,https://www.environment.gov.rw/news-detail/rwanda-introduces-new-environment-and-climate-change-policy-1,2018,2022,2020,Rwanda introduces new Environment and Climate Change ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_environment_gov_rw_Rwanda_introduces_new_Environment_and_Climate_Chan.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://www.facebook.com/emauthority/posts/the-environmental-management-authority-celebrates-25-years-of-achievements/10159499409704885/,2018,2022,2020,The Environmental Management Authority celebrates 25 ...,UNEP implemented Rwanda legal technical assistance environment institutional support environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_facebook_com_The_Environmental_Management_Authority_celebrates_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Rwanda during 2018-2022.",There is no explicit link between UNEP and any environmental law or policy outcomes in Rwanda during 2018-2022.,[]
Rwanda,2018-2022,https://www.facebook.com/zemazambia/posts/2021-environmental-and-climate-change-media-awards-call-for-submissionsthe-gover/1657115587832220/,2018,2022,2020,Zambia Environmental Management Agency,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_facebook_com_Zambia_Environmental_Management_Agency.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document is not about Rwanda and does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Rwanda in 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Rwanda for 2018-2022.,[]
Rwanda,2018-2022,https://www.greenpolicyplatform.org/sites/default/files/downloads/resource/irp-mineral_resource_governance-full_report-feb2020_compressed_compressed%20(1).pdf,2018,2022,2020,Mineral Resource Governance in the 21st Century,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_greenpolicyplatform_org_Mineral_Resource_Governance_in_the_21st_Century.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Rwanda,2018-2022,https://www.icrc.org/sites/default/files/document_new/file_list/guidelines_on_the_protection_of_the_natural_environment_in_armed_conflict_advance-copy.pdf,2018,2022,2020,Guidelines on the Protection of the Natural Environment ...,UNEP provided technical assistance Rwanda environmental objectives policy law regulation technical assistance environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_icrc_org_Guidelines_on_the_Protection_of_the_Natural_Enviro.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Rwanda in 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Rwanda during 2018-2022.,[]
