"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
govdeptsfrance-efc1f580f2dc8095d01dd393f9788fab,"Paiements pour services environnementaux et méthodes d’évaluation économique","Payments for environmental services and economic valuation methods",Publication,"French Government Ministries",France,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-09-02,0,0,https://agriculture.gouv.fr/telecharger/81881,https://app.overton.io/document.php?policy_document_id=govdeptsfrance-efc1f580f2dc8095d01dd393f9788fab,,,"Agriculture|Biodiversity|Common Agricultural Policy",fre,"French Ministry of Food and Agriculture","SDG 2: Zero Hunger|SDG Target 2.4|SDG 15: Life on Land|SDG Target 15.9","Payments for environmental services and methods of economic evaluation"
epagov-1606b201509c2c8ee7624ab9b801102a,"Interagency Working Group on Social Cost of Greenhouse Gases, United States Government",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2016-08-26,55,62,https://www.epa.gov/sites/default/files/2016-12/documents/addendum_to_sc-ghg_tsd_august_2016.pdf,https://app.overton.io/document.php?policy_document_id=epagov-1606b201509c2c8ee7624ab9b801102a,,,Atmosphere|Change|Climate,eng,,"SDG 13: Climate Action|SDG Target 13.2","Social cost of non-CO2 greenhouse gases"
hbrnl-77d3774c5f142f7cf5c148c90ec9f468,"Risk assessment of live bait: Alien species in live bait used by anglers in the Netherlands",,Publication,"Nederlandse Voedsel- en Warenautoriteit (NVWA)",Netherlands,,"Public Sector",Government,"National Body|Research Centre|Arm's Length Body|Policy Centre",2016-08-24,0,0,https://www.nvwa.nl/documenten/dieren-in-de-natuur/exoten/risicobeoordelingen/risk-assessment-of-live-bait-alien-species-in-live-bait-used-by-anglers-in-the-netherlands,https://app.overton.io/document.php?policy_document_id=hbrnl-77d3774c5f142f7cf5c148c90ec9f468,,,"Alitta succinea|Angling|Annelid",eng,,"SDG 15: Life on Land|SDG Target 15.8","Risk assessment of live bait used by anglers in the Netherlands"
governmentofperu-d0bea90edea83f56d25e5ea4a5d17640,"Toma de decisiones y cambio climático: acercando la ciencia y la política en América Latina y el Caribe; 2016","Decision making and climate change: bringing science and politics closer to Latin America and the Caribbean; 2016",Publication,"Government of Peru",Peru,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2016-08-18,0,0,http://repositorio.minedu.gob.pe/bitstream/handle/123456789/4751/Toma%20de%20decisiones%20y%20cambio%20clim%C3%A1tico%20acercando%20la%20ciencia%20y%20la%20pol%C3%ADtica%20en%20Am%C3%A9rica%20Latina%20y%20el%20Caribe.pdf?sequence=1&isAllowed=y,https://app.overton.io/document.php?policy_document_id=governmentofperu-d0bea90edea83f56d25e5ea4a5d17640,,,"2015 United Nations Climate Change Conference|Adaptation|Agriculture",spa,"Ministry of Education of Peru","SDG 13: Climate Action|SDG Target 13.2|SDG Target 13.3","Addressing climate change in Latin America and the Caribbean"
provinceofalberta-6017b8aca8c6f5e397175caee457fad2,"Environmental Assessment - Benga Mining Limited Grassy Mountain Coal project - Environmental Impact Assessment (EIA) and application for approval",,Publication,"Province of Alberta",Canada,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2016-08-11,0,0,https://open.alberta.ca/publications/environmental-assessment-benga-grassy-mountain-coal-eia,https://app.overton.io/document.php?policy_document_id=provinceofalberta-6017b8aca8c6f5e397175caee457fad2,,,"Air pollution|Aquifer|Baseflow",eng,"Alberta Energy Regulator|non-Government of Alberta entity|Environment and Parks","SDG 6: Clean Water and Sanitation|SDG Target 6.4|SDG Target 6.3|SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.1|SDG 14: Life Below Water|SDG Target 14.2|SDG 16: Peace, Justice and Strong Institutions|SDG Target 16.7|SDG 13: Climate Action|SDG Target 13.1|SDG 10: Reduced Inequality|SDG Target 10.2|SDG Target 6.6|SDG Target 15.9","Environmental Impact Assessment of the Grassy Mountain Coal Project"
santepubliquefrance-27b4efc6c8bb829d20eb6909622ccc14,"Études d'interventions sur la qualité de l'air : quels effets sur la santé ? Revue de la littérature (1987-2015)","Intervention studies on air quality: what effects on health? Literature review (1987-2015)","Clinical guidance","Santé Publique France",France,,"Public Sector",Government,"National Body|Government Agency|Healthcare Service, Body or Agency|Research Centre|Policy Centre|Public Service",2016-08-01,0,0,https://www.santepubliquefrance.fr/determinants-de-sante/pollution-et-sante/air/documents/rapport-synthese/etudes-d-interventions-sur-la-qualite-de-l-air-quels-effets-sur-la-sante-revue-de-la-litterature-1987-2015,https://app.overton.io/document.php?policy_document_id=santepubliquefrance-27b4efc6c8bb829d20eb6909622ccc14,,,"Air pollution|Chronic obstructive pulmonary disease|Health",fre,,"SDG 3: Good Health and Well-being|SDG Target 3.4|SDG Target 3.9","Air pollution and its impact on health"
stateofwashington-a0444e0904420c39205c4bdc0183ece7,"Thank you for the opportunity to comment on Washington Department of Ecology ’s (“ Ecology ”) draft proposal of the Clean Air Rule. 3Degrees commends Governor Inslee and Ecology for their leadership on the important policy goals of reducing carbon emissions and increasing clean energy generation.",,Publication,"State of Washington",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2016-07-22,0,0,https://ecology.wa.gov/DOE/files/23/232d4449-e059-40a8-b8d6-38caf893b83c.pdf,https://app.overton.io/document.php?policy_document_id=stateofwashington-a0444e0904420c39205c4bdc0183ece7,,,"Air pollution|Alcoa|American National Standards Institute",eng,,"SDG 7: Affordable and Clean Energy|SDG Target 7.2|SDG 13: Climate Action|SDG Target 13.2","Washington State Department of Ecology's draft proposal for the Clean Air Rule"
governmentofphillippines-b43ab9c9785fa05cf06ba070f39b330d,"Basant Maheshwari Vijay P. Singh Bhadranie Thoradeniya",,Publication,"Government of the Philippines",Philippines,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2016-07-21,0,0,https://phlconnect.ched.gov.ph/admin/uploads/add217938e07bb1fd8796e0315b88c10/2016BookBalancedUrbanDevelopmentOption.pdf,https://app.overton.io/document.php?policy_document_id=governmentofphillippines-b43ab9c9785fa05cf06ba070f39b330d,,,Agriculture|Biodiversity|City,eng,"Commission on Higher Education","SDG 11: Sustainable Cities and Communities|SDG Target 11.6|SDG Target 11.7|SDG Target 11.a|SDG 15: Life on Land|SDG Target 15.9","Balanced Urban Development and Peri-Urban Landscapes"
epagov-ffea373907817309d6c9f6420a87d091,"Regulatory Impact Analysis for the Final Revisionsto the Emission Guidelines for Existing Sources and the Final New Source Performance Standards in the Municipal Solid Waste Landfills Sector",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2016-07-14,1,6,https://www3.epa.gov/ttnecas1/docs/ria/landfills_ria_final-eg-nsps_2016-07.pdf,https://app.overton.io/document.php?policy_document_id=epagov-ffea373907817309d6c9f6420a87d091,,,"Air pollution|Anaerobic digestion|Boiler",eng,,"SDG 12: Responsible Consumption and Production|SDG Target 12.4","Regulatory impact analysis for municipal solid waste landfills sector"
efsaeu-45f4066d6b0a77bab94cf81bdef2effb,"Advancing environmental risk assessment of regulated products under EFSA’s remit",,Publication,EFSA,EU,,"Public Sector",Government,"National Body|Government Agency|Healthcare Service, Body or Agency|Food and Drug Safety",2016-07-04,4,9,https://www.efsa.europa.eu/en/efsajournal/pub/s0508,https://app.overton.io/document.php?policy_document_id=efsaeu-45f4066d6b0a77bab94cf81bdef2effb,,,Agriculture|Biodiversity|Biotechnology,eng,,,"Environmental risk assessment of regulated products"
stateofhawaiigov-ccb40c17ccf18fd9c8eb7f5091e3d08c,"Final Report On The Movements Of Predatory Reef Fishes In The Molokini Marine Life Conservation District",,Publication,"State of Hawaii",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2016-06-27,0,0,https://dlnr.hawaii.gov/dar/files/2016/06/Molokini_MLCD_Pred_Reef_Fishes.pdf,https://app.overton.io/document.php?policy_document_id=stateofhawaiigov-ccb40c17ccf18fd9c8eb7f5091e3d08c,,,"Atlantic bluefin tuna|Bluefin trevally|Coral reef",eng,,"SDG 14: Life Below Water|SDG Target 14.2","Movement patterns of predatory reef fishes in the Molokini Marine Life Conservation District"
santepubliquefrance-63fd52258702fd1a99ff23809e9297e6,"Impacts de l'exposition chronique aux particules fines sur la mortalité en France continentale et analyse des gains en santé de plusieurs scénarios de réduction de la pollution atmosphérique","Impacts of chronic exposure to fine particles on mortality in mainland France and analysis of health gains from several scenarios for reducing air pollution","Clinical guidance","Santé Publique France",France,,"Public Sector",Government,"National Body|Government Agency|Healthcare Service, Body or Agency|Research Centre|Policy Centre|Public Service",2016-06-17,35,36,https://www.santepubliquefrance.fr/determinants-de-sante/pollution-et-sante/air/documents/rapport-synthese/impacts-de-l-exposition-chronique-aux-particules-fines-sur-la-mortalite-en-france-continentale-et-analyse-des-gains-en-sante-de-plusieurs-scenarios,https://app.overton.io/document.php?policy_document_id=santepubliquefrance-63fd52258702fd1a99ff23809e9297e6,,,"Air pollution|Airparif|Bicycle",fre,,"SDG 3: Good Health and Well-being|SDG Target 3.9","Impact of chronic exposure to fine particles on mortality in France"
govdeptsbrazil-46766ab25f1f23c13af2e9dfd2a0571d,"Pee Cm",,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2016-06-13,0,0,https://www.gov.br/agricultura/pt-br/assuntos/politica-agricola/todas-publicacoes-de-politica-agricola/revista-de-politica-agricola/2000-a-2016/revista-de-politica-agricola-n1-2016.pdf/@@download/file/Revista%20de%20Pol%C3%ADtica%20Agr%C3%ADcola%20n1-2016.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-46766ab25f1f23c13af2e9dfd2a0571d,,,Agriculture|Brazil|Business,por,"Ministry of Agriculture and Livestock","SDG 1: No Poverty|SDG Target 1.4|SDG 2: Zero Hunger|SDG Target 2.3","Brazilian agriculture, small-scale farming, rural poverty, technology"
europa-a763283afad29bab09ec6efee0cbf443,"European forest ecosystems : state and trends.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-06-03,18,21,https://op.europa.eu/en/publication-detail/-/publication/c8955a82-2ba8-11e6-b616-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-a763283afad29bab09ec6efee0cbf443,,,"Acid rain|Agriculture|Air pollution",eng,"European Environment Agency (EU body or agency)","SDG 15: Life on Land|SDG Target 15.2","European forest ecosystems"
geologicalsurveyusa-4cec646612689083e76359a4955ea508,"Baseline and projected future carbon storage and greenhouse-gas fluxes in ecosystems of Alaska",,Publication,"United States Geological Survey",USA,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre",2016-06-01,2,2,https://pubs.usgs.gov/pp/1826/pp1826_chapter3.pdf,https://app.overton.io/document.php?policy_document_id=geologicalsurveyusa-4cec646612689083e76359a4955ea508,,,"Active layer|Albedo|Biogeochemical cycle",eng,,"SDG 13: Climate Action|SDG Target 13.1","Soil carbon and permafrost estimates and SOC stocks in high-latitude ecosystems"
geologicalsurveyusa-3c3b6a7b122b2e921e3b548d9d0a7314,"Baseline and projected future carbon storage and greenhouse-gas fluxes in ecosystems of Alaska",,Publication,"United States Geological Survey",USA,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre",2016-06-01,3,3,https://pubs.usgs.gov/pp/1826/pp1826.pdf,https://app.overton.io/document.php?policy_document_id=geologicalsurveyusa-3c3b6a7b122b2e921e3b548d9d0a7314,,,"Active layer|Alaska|Biogeography",eng,,"SDG 13: Climate Action|SDG Target 13.1","Carbon storage and greenhouse-gas fluxes in ecosystems of Alaska"
europa-04f517e4933c3b252c1f2fdacb7c6b21,"CAPRESE-SOIL, CArbon PREservation and SEquestration in agricultural soils : options and implications for agricultural production, report of task 7 : final report.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-05-30,0,0,https://op.europa.eu/en/publication-detail/-/publication/cd486e15-27c7-11e6-914b-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-04f517e4933c3b252c1f2fdacb7c6b21,,,Agriculture|Agroforestry|Agronomy,eng,"Jones, Arwyn|Institute for Environment and Sustainability (Joint Research Centre)|Blujdea, Viorel|Salputra, Guna|Ceglar, Andrej|Grassi, Giacomo|Bertaglia, Marco|Bampa, Francesca|Angileri, Vincenzo|Niemeyer, Stefan|Montanarella, Luca|Abad Viñas, Raúl|Lugato, Emanuele|Loudjani, Philippe|Van Doorslaer, Benjamin|Leip, Adrien|Espinosa, Maria|Gomez y Paloma, Sergio","SDG 13: Climate Action|SDG Target 13.2","Carbon preservation and sequestration in agricultural soils"
docnz-2dcdf21ed0970e7cfb2c366cf25700b2,"Mapping the services and benefits of indigenous biodiversity and historic heritage in New Zealand: an exploration of spatial datasets",,Publication,"New Zealand Department of Conservation","New Zealand",,"Public Sector",Government,"National Body|Government Department",2016-05-18,2,2,https://www.doc.govt.nz/globalassets/documents/science-and-technical/sap260.pdf,https://app.overton.io/document.php?policy_document_id=docnz-2dcdf21ed0970e7cfb2c366cf25700b2,,,Accessibility|Agriculture|Biodiversity,eng,,"SDG 15: Life on Land|SDG Target 15.9","Mapping ecosystem services and historic heritage in New Zealand"
europa-6422e83eec083f55138008324d97ba21,"Database of past European droughts and their impacts in different sectors : deliverable 1a AA 071201/2013/659821//CLIMA.C.3 – JRC 33371-2013 NFP ""Deepening and refining existing analyses of key climate change impacts as well as global impacts and their implications for the EU (GAP PESETA)” : final report for DG CLIMA.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-05-12,0,0,https://op.europa.eu/en/publication-detail/-/publication/29549f7c-18ce-11e6-ba9a-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-6422e83eec083f55138008324d97ba21,,,"Agriculture|Aquifer|Central Europe",eng,"Vogt, Jürgen|Naumann, Gustavo|Joint Research Centre (European Commission)|Spinoni, Jonathan|Directorate-General for Climate Action (European Commission)","SDG 13: Climate Action|SDG Target 13.1","European droughts and their impacts"
epagov-d116e3b0e9223bf62b6b396e373ac12a,"Regulatory Impact Analysis for the Final Oil and Natural Gas Sector: Emissions Standards for New, Reconstructed and Modified Sources",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2016-05-11,3,5,https://www3.epa.gov/ttn/ecas/docs/ria/oilgas_ria_nsps_final_2016-05.pdf,https://app.overton.io/document.php?policy_document_id=epagov-d116e3b0e9223bf62b6b396e373ac12a,,,"Air pollution|Atmosphere|Barrel (unit)",eng,,"SDG 13: Climate Action|SDG Target 13.2","Regulatory impact analysis of oil and natural gas sector emission standards"
gpogov-42e1e28086a55bed0d9245e8b7493e6c,"Regulatory impact analysis of the final oil and natural gas sector : emission standards for new, reconstructed, and modified sources.",,Publication,"Government Publishing Office (GPO)",USA,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-05-11,0,0,https://purl.fdlp.gov/GPO/gpo76207,https://app.overton.io/document.php?policy_document_id=gpogov-42e1e28086a55bed0d9245e8b7493e6c,,,"Artificial objects|Barrel (unit)|Chemical process engineering",eng,"Government Publishing Office","SDG 13: Climate Action|SDG Target 13.2","Regulatory impact analysis of oil and natural gas sector emission standards"
epagov-f0998988c4252c1e3e24738bc5d19dbe,"Regulatory Impact Analysis for the Final Oil and Natural Gas Sector: Emissions Standards for New, Reconstructed and Modified Sources",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2016-05-11,4,6,https://www.epa.gov/sites/default/files/2020-07/documents/oilgas_ria_nsps_final_2016-05.pdf,https://app.overton.io/document.php?policy_document_id=epagov-f0998988c4252c1e3e24738bc5d19dbe,,,"API gravity|Air pollution|Atmosphere",eng,,"SDG 13: Climate Action|SDG Target 13.2","Regulatory impact analysis of oil and natural gas sector emission standards"
gpogov-81b0fd575a0597502f74d8ee032a4c09,"Baseline and projected future carbon storage and greenhouse-gas fluxes in ecosystems of Alaska /",,Publication,"Government Publishing Office (GPO)",USA,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-05-05,0,0,https://purl.fdlp.gov/GPO/gpo76736,https://app.overton.io/document.php?policy_document_id=gpogov-81b0fd575a0597502f74d8ee032a4c09,,,"Alaska|Aquatic ecosystem|Arctic",eng,"Zhu, Zhiliang (Physical scientist), editor.","SDG 13: Climate Action|SDG Target 13.1","Carbon storage and greenhouse-gas fluxes in ecosystems of Alaska"
epagov-e68ace90e0b91b82bc5894deabda20ce,"Modeling the Impact of Climate Change on Extreme Weather Losses",,Publication,EPA,USA,,"Public Sector",Government,"National Body|Government Agency|Arm's Length Body|Monitoring or Regulatory Body",2016-05-05,0,0,https://www.epa.gov/sites/default/files/2016-05/documents/2016-02.pdf,https://app.overton.io/document.php?policy_document_id=epagov-e68ace90e0b91b82bc5894deabda20ce,,,"Applied and interdisciplinary physics|Atmosphere of Earth|Atmospheric sciences",eng,,"SDG 13: Climate Action|SDG Target 13.1","Climate change and extreme weather losses"
biodiversafr-4671b9fc3debb9073ce34d07abcacfdd,"Mapping collaborations between Europe and Latin America/Caribbean for research on biodiversity",,Publication,Biodiversa+,France,,"Public Sector",Government,"Research Centre",2016-04-20,0,0,https://www.biodiversa.eu/2016/04/20/mapping-collaborations-between-europe-and-latin-america-caribbean-for-research-on-biodiversity/,https://app.overton.io/document.php?policy_document_id=biodiversafr-4671b9fc3debb9073ce34d07abcacfdd,,,Biodiversity|Biology|Caribbean,eng,,"SDG 17: Partnerships for the Goals|SDG Target 17.6","Collaboration between Europe and Latin America/Caribbean for research on biodiversity"
govdeptsspain-6d00dad8078e697265638709cf415203,"Cambio Climático en el medio marino español: Impactos, vulnerabilidad y adaptación; NIPO: 280-16-011-5; Depósito Legal: M-5352-2016","Climate Change in the Spanish Marine Environment: Impacts, Vulnerability and Adaptation; NIPO: 280-16-011-5; Legal Deposit: M-5352-2016",Publication,"Government of Spain",Spain,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-04-11,0,0,https://www.miteco.gob.es/content/dam/miteco/es/cambio-climatico/publicaciones/publicaciones/kersting_2016_cambio_climatico_medio_marino_tcm30-70535.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsspain-6d00dad8078e697265638709cf415203,,,"Aluminium|Applied and interdisciplinary physics|Atlantic Ocean",spa,"Department of Ecological Transition and Demographic Challenge","SDG 13: Climate Action|SDG Target 13.1|SDG 14: Life Below Water|SDG Target 14.3","Climate change impacts on the marine ecosystem in Spain"
jointresearcheu-a7dcc7405274176bbc09c0d7e79e42ca,"Options and implications for agricultural production - Report of Task 7: Final Report",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2016-04-06,6,6,https://publications.jrc.ec.europa.eu/repository/handle/JRC88295,https://app.overton.io/document.php?policy_document_id=jointresearcheu-a7dcc7405274176bbc09c0d7e79e42ca,"Agriculture and food security|Environment and climate change",,Agriculture|Agroforestry|Biodiversity,eng,"GRASSI Giacomo|NIEMEYER Stefan|ANGILERI Vincenzo|MONTANARELLA Luca|LUGATO Emanuele|LOUDJANI Philippe|LEIP Adrian|BERTAGLIA Marco|CEGLAR Andrej|BAMPA Francesca|GOMEZ Y PALOMA Sergio|BLUJDEA Viorel|SALPUTRA Guna|ABAD VIÑAS Raúl|VAN DOORSLAER Benjamin|ESPINOSA GODED Maria",,"Carbon preservation and sequestration in agricultural soils"
europa-f9dfbd01eaa4b4f46fc21e0687a4921a,"Research findings in support of the EU air quality : review.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-03-21,2,6,https://op.europa.eu/en/publication-detail/-/publication/2c4a737c-fc83-11e5-b713-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-f9dfbd01eaa4b4f46fc21e0687a4921a,,,"Agriculture|Air pollution|Ammonia",eng,"Maione, Michela|Fuzzi, Sandro|Directorate-General for Research and Innovation (European Commission)","SDG 13: Climate Action|SDG Target 13.2","EU Air Quality Review"
govdeptsbrazil-ae012bb019610d386bc06c2322605fc5,"Bdbe dt",,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2016-03-17,0,0,https://www.gov.br/agricultura/pt-br/assuntos/politica-agricola/todas-publicacoes-de-politica-agricola/revista-de-politica-agricola/2000-a-2016/revista-de-politica-agricola-n4-2015.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-ae012bb019610d386bc06c2322605fc5,,,"Agribusiness|Agriculture|Agriculture in Brazil",por,"Ministry of Agriculture and Livestock","SDG 2: Zero Hunger|SDG Target 2.4","Brazilian Agricultural Policy"
ca_rsc-aeed65bee5148287387c515239c417eb,"The Behaviour and Environmental Impacts of Crude Oil Released into Aqueous Environments",,Publication,"The Royal Society of Canada",Canada,,"Public Sector",Government,"National Body|Arm's Length Body|Learned Society",2016-03-16,10,10,https://rsc-src.ca/en/behaviour-and-environmental-impacts-crude-oil-released-into-aqueous-environments-0,https://app.overton.io/document.php?policy_document_id=ca_rsc-aeed65bee5148287387c515239c417eb,,,"Alkane|Aquatic ecosystem|Asphalt",eng,,,"Environmental impacts of crude oil released into aqueous environments"
norad-ef5e006a198942aa0a74cc785b88ce3d,"Real-Time Evaluation of Norway's International Climate and Forest Initiative. Literature review and programme theory",,Publication,Norad,Norway,,"Public Sector",Government,"National Body|Government Agency|Initiative, Programme or Project",2016-03-10,4,8,https://norad.no/en/toolspublications/publications/2016/real-time-evaluation-of-nicfi-literature-review-and-programme-theory/,https://app.overton.io/document.php?policy_document_id=norad-ef5e006a198942aa0a74cc785b88ce3d,,,"Agriculture|Best practice|Biodiversity",eng,,"SDG 15: Life on Land|SDG Target 15.2|SDG 13: Climate Action|SDG Target 13.2","Evaluation of the Government of Norway's International Climate and Forest Initiative"
gpogov-1b3da853a26790b6ee427bf3a0a292fe,"Foundational literature for moving native plant materials in changing climates /",,Publication,"Government Publishing Office (GPO)",USA,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-02-24,0,0,http://purl.fdlp.gov/GPO/gpo67750,https://app.overton.io/document.php?policy_document_id=gpogov-1b3da853a26790b6ee427bf3a0a292fe,,,"Abstract (summary)|Adaptation|Agricultural biodiversity",eng,"Williams, Mary I.,","SDG 13: Climate Action|SDG Target 13.1","Managing plant materials in changing climates"
governmentoflebanon-8bcad62368a60341224188bd44d55af8,"Economic Costs To Lebanon From Climate Change :",,Publication,"Government of Lebanon",Lebanon,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2016-02-17,3,3,http://climatechange.moe.gov.lb/viewfile.aspx?id=228,https://app.overton.io/document.php?policy_document_id=governmentoflebanon-8bcad62368a60341224188bd44d55af8,,,"Agriculture|Attribution of recent climate change|Climate change mitigation",eng,"Ministry of the Environment","SDG 13: Climate Action|SDG Target 13.2","Economic costs of climate change in Lebanon"
governmentofperu-57265634df1b6d9b9c69813fc3fbe919,"Global Metrics For The Environment",,Publication,"Government of Peru",Peru,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2016-02-04,0,0,https://sinia.minam.gob.pe/download/file/fid/42673,https://app.overton.io/document.php?policy_document_id=governmentofperu-57265634df1b6d9b9c69813fc3fbe919,,,"Agriculture|Air pollution|Air quality index",eng,"Ministry of Environment","SDG 15: Life on Land|SDG Target 15.9","Environmental Performance Index"
europa-f7cbeaa07c3562493327e156f0442de8,"Access to energy in developing countries.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-02-03,0,0,https://op.europa.eu/en/publication-detail/-/publication/cd1e453c-cb0b-11e5-a4b5-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-f7cbeaa07c3562493327e156f0442de8,,,"African Development Bank|Agriculture|Aid",eng,"Carraro, Mathilde|Directorate-General for External Policies of the Union (European Parliament)|Lahn, Glada|Nunez Ferrer, Jorge|Behrens, Arno|Dreblow, Eike","SDG 7: Affordable and Clean Energy|SDG Target 7.1|SDG Target 7.2","Access to energy in developing countries"
jointresearcheu-a3efecd6c97ed024ac48b6fb594a2d9d,"Social Life Cycle Assessment: State of the art and challenges for supporting product policies",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2016-01-29,5,9,https://publications.jrc.ec.europa.eu/repository/handle/JRC99101,https://app.overton.io/document.php?policy_document_id=jointresearcheu-a3efecd6c97ed024ac48b6fb594a2d9d,"Innovation and growth",,"Behavior|Branches of science|Business",eng,"SALA Serenella|VASTA Alessandro|ROSENBAUM Eckehard|MANCINI Lucia|DEWULF Jo",,"Social Life Cycle Assessment and its application in product policies"
stateofcatalunya-d5bee3a82c0738feadb63cd4dedb9283,"Medi ambient","Natural environment",Publication,"Generalitat de Catalunya",Spain,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2016-01-25,0,0,http://www.gencat.cat/mediamb/publicacions/Memories/Revista/52.pdf,https://app.overton.io/document.php?policy_document_id=stateofcatalunya-d5bee3a82c0738feadb63cd4dedb9283,,,,cat,,"SDG 12: Responsible Consumption and Production|SDG Target 12.8","Responsible consumption and its social and historical genesis"
europa-db6912886a2d9c793bd9dbe51fbe7fd7,"Social life cycle assessment : state of the art and challenges for product policy support.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2016-01-25,0,1,https://op.europa.eu/en/publication-detail/-/publication/d17ea14c-c4c0-11e5-a4b5-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-db6912886a2d9c793bd9dbe51fbe7fd7,,,"Business|Child labour|Collective bargaining",eng,"Vasta, Alessandro|Sala, Serenella|Rosenbaum, Eckehard|Mancini, Lucia|Joint Research Centre (European Commission)|Dewulf, Jo","SDG 12: Responsible Consumption and Production|SDG Target 12.2","Social Life Cycle Assessment and its application in product policies"
jnccuk-933e5c3de90f857f31789e3aab1ceb8d,"Exploring the Components and Processes of Marine Ecosystems Critical to Ecosystem Service Generation",,Publication,"Joint Nature Conservation Committee",UK,,"Public Sector",Government,"Arm's Length Body|Monitoring or Regulatory Body|Research Centre",2016-01-01,0,0,https://jncc.gov.uk/resources/4a136a62-2024-4581-8346-15340113c390,https://app.overton.io/document.php?policy_document_id=jnccuk-933e5c3de90f857f31789e3aab1ceb8d,,,Biodegradation|Biodiversity|Biology,eng,,"SDG 14: Life Below Water|SDG Target 14.2","Marine Ecosystems and Ecosystem Service Generation"
jnccuk-d8e99c345d5dd6b5e74e3ae8deee7088,"Gap analysis of economic valuation studies completed in the Caribbean UK OTs",,Publication,"Joint Nature Conservation Committee",UK,,"Public Sector",Government,"Arm's Length Body|Monitoring or Regulatory Body|Research Centre",2016-01-01,0,0,https://jncc.gov.uk/resources/094cf03c-f333-4ef9-9158-6bebc58bd68e,https://app.overton.io/document.php?policy_document_id=jnccuk-d8e99c345d5dd6b5e74e3ae8deee7088,,,"Beach|Biodiversity|British Virgin Islands",eng,,"SDG 15: Life on Land|SDG Target 15.9","Economic valuation studies in the Caribbean UK Overseas Territories"
