Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Fourth National Communication of Brazil to the UNFCCC - MCTI,https://antigo.mctic.gov.br/mctic/export/sites/institucional/arquivos/SIRENE/Comunicacoes-Nacionais-do-Brasil-a-UNFCCC/2020_12_22_4CN_v5_Ingles.pdf,The five chapters of the Fourth National Communication to the Convention on Climate Change were organized towards meeting the guidelines for the elaboration of ...,https://antigo.mctic.gov.br › arquivos › SIRENE,antigo_mctic_gov_br_Fourth_National_Communication_of_Brazil_to_the_UNF.txt,True,False,81,0,National Communication,adopted,national,"The document provides detailed information on Brazil's climate change mitigation and adaptation measures, including the submission of National Communications to the UNFCCC.",There is no explicit mention of UNEP's involvement in the development or implementation of Brazil's climate policies.,"[""The Ministry of Science, Technology and Innovations (MCTI) implements an international technical cooperation project with international funds sourced from the Global Environment Facility (GEF) and the support of the United Nations Development Programme (UNDP)."", ""Brazil has submitted three National Communications, in 2004, 2010 and 2016. Moreover, three Biennial Updates Reports were submitted in 2014, 2017 and 2019.""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,"National climate change mitigation legislation, strategy and ...",https://www.tandfonline.com/doi/full/10.1080/14693062.2018.1489772,"This paper analyses trends in adoption of national climate legislation and strategies, GHG targets, and renewable and energy efficiency targets in almost all ...","https://www.tandfonline.com › ... › Volume 18, Issue 9",www_tandfonline_com_National_climate_change_mitigation_legislation_str.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Brazil's climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2018-2022.",There is no explicit link between UNEP and climate policy/strategy/legal framework adoption in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,A LEGAL FRAMEWORK FOR IMPACT,https://www.unepfi.org/wordpress/wp-content/uploads/2021/07/A-Legal-Framework-for-Impact_Report.pdf,"This detailed, global legal analysis demonstrates that investors should feel empowered to set impact goals and measure progress against them. It also highlights ...",https://www.unepfi.org › uploads › 2021/07 › A...,www_unepfi_org_A_LEGAL_FRAMEWORK_FOR_IMPACT.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate mitigation strategy/policy/legal framework, climate adaptation strategy/policy/legal framework, or disaster risk reduction strategy/policy/legal framework in Brazil during 2018-2022.",There is no explicit link between UNEP and strengthening/enabling/adoption/implementation of any climate policy/strategy/legal framework in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Understanding-and-Increasing-Finance-for- ...,http://climatepolicyinitiative.org/wp-content/uploads/2018/12/Understanding-and-Increasing-Finance-for-Climate-Adaptation-in-Developing-Countries.pdf,"About CPI. With deep expertise in policy and finance, CPI works to improve the most important energy and land use practices around the world.",http://climatepolicyinitiative.org › 2018/12 › Un...,climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,True,False,40,0,climate change adaptation finance report,published,global,"The document discusses climate adaptation finance and provides insights on policies, trends, and barriers related to climate adaptation investments in developing countries, including Brazil. It highlights the importance of adaptation finance and the need for increased investment.",There is no explicit mention of UNEP's role in supporting or enabling the climate policy or legal framework outcomes in Brazil during 2018-2022.,"[""The report explores the current state of finance for climate adaptation and proposes practical, near-term solutions to both fill in knowledge gaps and to increase investment."", ""The frequency and magnitude of natural hazards triggered by climate change has been increasing globally, leading to USD 1.5 trillion in economic damages from 2003 to 2013."", ""The costs of adaptation in developing countries could range from USD 140 billion to USD 300 billion per year by 2030."", ""The Paris Agreement, the 2030 Agenda for Sustainable Development and its 17 Sustainable Development Goals (SDGs), and the Sendai Framework for Disaster Risk Reduction."", ""Multilateral development finance institutions (DFIs) are the main providers of global public finance for adaptation, accounting for USD 8 billion on average, or 36% of the total adaptation finance tracked in 2015/2016.""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,BRAZIL,https://www.climate-transparency.org/wp-content/uploads/2021/10/CT2021Brazil.pdf,"A “green” economic recovery will require renewed investments and financial resources dedicated to avoiding a fossil fuel lock-in, and controlling deforestation.",https://www.climate-transparency.org › 2021/10,www_climate-transparency_org_BRAZIL.txt,True,False,61,0,NDC / national adaptation plan,adopted / approved,national,"The document mentions Brazil's Nationally Determined Contribution (NDC) and its targets to reduce emissions by 37% by 2025 and by 43% by 2030, compared to 2005 levels. It also mentions the National Plan on Climate Change and the National Adaptation Plan to Climate Change.",There is no explicit mention of UNEP's support or involvement in the adoption or implementation of Brazil's climate policies or strategies.,"[""Brazil's unconditional NDC target would increase emissions by 54% above 2005 levels"", ""Brazil's NDC: Mitigation Reduce emissions by 37% by 2025 and by 43% by 2030, compared to 2005 levels""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,United Nations Environment Assembly of the ...,https://apps1.unep.org/resolutions/uploads/unep_aheg_2018_1_inf_4_unea2_edited.pdf,Our distribution policy aims to reduce UNEP's carbon footprint. Recommended citation: UNEP (2016). Marine plastic debris and microplastics – Global ...,https://apps1.unep.org › resolutions › uploads › u...,apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.","The document does not explicitly link UNEP to any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Brazil in 2018-2022.","[""No relevant evidence found""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,UN Environment Global Chemicals Outlook II,https://orbit.dtu.dk/files/170843838/GCOII_synth.pdf,UNEP promotes environmentally sound practices globally and in its own activities. This publication will be available as an electronic document. Our distribution ...,https://orbit.dtu.dk › files › GCOII_synth,orbit_dtu_dk_UN_Environment_Global_Chemicals_Outlook_II.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Chapter 4 — Global Warming of 1.5 ºC,https://www.ipcc.ch/sr15/chapter/chapter-4/,"The global response to warming of 1.5°C comprises transitions in land and ecosystem, energy, urban and infrastructure, and industrial systems.",https://www.ipcc.ch › chapter › chapter-4,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Private-sector action in adaptation: Perspectives on the ...,https://unepccc.org/wp-content/uploads/2019/04/msme-adaptation-updated-web-2.pdf,"climate change policies, strategies and action plans. Further, the launch of the National Climate Change. Response Strategy implemented a participatory approach.",https://unepccc.org › uploads › 2019/04 › msme...,unepccc_org_Private_sector_action_in_adaptation_Perspectives_o.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Agenda 21.pdf,https://www.un.org/esa/dsd/agenda21/Agenda%2021.pdf,Symbols of United Nations documents are composed of capital letters combined with figures. The designations employed and the presentation of thematerial in ...,https://www.un.org › esa › dsd › agenda21,www_un_org_Agenda_21_pdf.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil for 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,First Global Report,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,“The rule of law means that no one is above the law. This new report on the Environmental. Rule of Law will help us improve compliance with environmental law ...,https://environmentalmigration.iom.int › files › e...,environmentalmigration_iom_int_First_Global_Report.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,United Nations Framework Convention on Climate Change,https://unfccc.int/process-and-meetings/united-nations-framework-convention-on-climate-change,"The United Nations Framework Convention on Climate Change (the Convention or UNFCCC) was adopted at the United Nations Headquarters, New York on the 9 May ...",https://unfccc.int › process-and-meetings › united-natio...,unfccc_int_United_Nations_Framework_Convention_on_Climate_Cha.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy/strategy/legal framework in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,World Bank Environmental and Social Framework,https://documents1.worldbank.org/curated/en/383011492423734099/pdf/114278-WP-REVISED-PUBLIC-Environmental-and-Social-Framework.pdf,technical assistance activities will be drafted so that the advice and other support provided is consistent with ESSs 1–10. Activi- ties implemented by the ...,https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_World_Bank_Environmental_and_Social_Framework.txt,False,False,0,0,none,none,none,"The document is not related to Brazil or the time window 2018-2022. It appears to be a World Bank Environmental and Social Framework document, which does not contain specific information about Brazil's climate policies or UNEP's involvement.",There is no mention of UNEP in the provided document text.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Do governments track the implementation of national ...,https://www.sciencedirect.com/science/article/pii/S1462901121002379,"Although over 70 countries adopted a national climate change adaptation plan (NAP), little is known about the extent to which these plans are implemented.",https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_Do_governments_track_the_implementation_of_nationa.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,International Climate Change Legal Frameworks,https://www.adb.org/sites/default/files/publication/660321/international-climate-change-legal-frameworks.pdf,National legal and policy frameworks help drive global climate action. The period preceding the Paris Agreement (2009–2015) saw the most intense adoption of ...,https://www.adb.org › default › files › publication,www_adb_org_International_Climate_Change_Legal_Frameworks.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,"[""No relevant evidence found.""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Nature-based Solutions for climate change mitigation,https://www.unep.org/resources/report/nature-based-solutions-climate-change-mitigation,This report analyses the current state of knowledge regarding the role of Nature-based Solutions (NbS) in climate change mitigation.,https://www.unep.org › resources › report › nature-base...,www_unep_org_Nature_based_Solutions_for_climate_change_mitigati.txt,False,False,0,0,none,none,unclear,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/adoption/implementation of any climate policy/strategy/legal framework in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,"(PDF) UNEP 2021, Sustainable Public Procurement",https://www.researchgate.net/publication/355889107_UNEP_2021_Sustainable_Public_Procurement_How_to_Wake_the_Sleeping_Giant_Introducing_the_United_Nations_Environment_Programme's_Approach,"The Sustainable Public Procurement Implementation Guidelines give direction to SPP policy makers, experts and consultants on designing Sustainable Public ...",https://www.researchgate.net › ... › Public Procurement,www_researchgate_net__PDF_UNEP_2021_Sustainable_Public_Procurement.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Water Governance in Peru (EN),https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/03/water-governance-in-peru_0980e96a/568847b5-en.pdf,"The Policy Dialogue underlying this report facilitated a consensus among water stakeholders on key issues related to overcoming governance gaps, strengthening ...",https://www.oecd.org › oecd › reports › 2021/03,www_oecd_org_Water_Governance_in_Peru_EN_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Leveraging NDCs and Long-Term Strategies to achieve ...,https://www.mofa.go.jp/files/000498437.pdf,The realization of NDC and LTS ambition to mitigate climate change and adapt to its effects provides an opportunity to align climate and sustainable development ...,https://www.mofa.go.jp › files,www_mofa_go_jp_Leveraging_NDCs_and_Long_Term_Strategies_to_achiev.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for the specified time period.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Brazil withdraws offer to host UN conference on climate ...,https://www.aljazeera.com/news/2018/11/28/brazil-withdraws-offer-to-host-un-conference-on-climate-change,Brazil withdrew its offer to host the COP25 United Nations climate conference next year citing budget constraints and presidential transition.,https://www.aljazeera.com › News › Environment,www_aljazeera_com_Brazil_withdraws_offer_to_host_UN_conference_on_cl.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Brazil during 2018-2022.","There is no mention of UNEP's involvement in climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks in Brazil during 2018-2022.",[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Leveraging NDCs and Long-Term Strategies to achieve ...,https://www.mofa.go.jp/files/000498437.pdf,The realization of NDC and LTS ambition to mitigate climate change and adapt to its effects provides an opportunity to align climate and sustainable development ...,https://www.mofa.go.jp › files,www_mofa_go_jp_Leveraging_NDCs_and_Long_Term_Strategies_to_achiev.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for the specified time period.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Chapter 4 — Global Warming of 1.5 ºC,https://www.ipcc.ch/sr15/chapter/chapter-4/,"The global response to warming of 1.5°C comprises transitions in land and ecosystem, energy, urban and infrastructure, and industrial systems.",https://www.ipcc.ch › chapter › chapter-4,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2018-2022.",There is no explicit link between UNEP and climate policy/strategy/legal framework in Brazil for 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Technical Assistance (TA) for REDD+ Implementation,https://mptf.undp.org/sites/default/files/documents/40000/decision_2_un-redd_2022-2025_ta_workplan_and_budget_eb_2021.pdf,"Looking to the 2030 horizon, the goal of UN-REDD is to help realise forest solutions to the climate emergency by avoiding carbon emissions and fostering carbon ...",https://mptf.undp.org › default › files › documents,mptf_undp_org_Technical_Assistance_TA_for_REDD_Implementation.txt,True,False,81,0,mitigation strategy / adaptation strategy / disaster risk reduction strategy / policy / legal framework / law / regulation / NDC / NAP / action plan,adopted / approved / enacted / endorsed / launched / implemented,national,"The document provides detailed information on UN-REDD's technical assistance to countries, including Brazil, in implementing REDD+ strategies and policies. However, the focus is on general UN-REDD activities rather than specific climate policies or legal frameworks adopted by Brazil during 2018-2022.","There is no explicit mention of UNEP's direct involvement in supporting Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks during 2018-2022.","[""UN-REDD Programme 2022-2025 Technical Assistance Multiyear Plan and 2022 Annual Work Plan and Budget"", ""supporting countries to implement the Paris Agreement"", ""REDD+ implementation and increasing ambition and delivery of forest solutions""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Biodiversity Conservation and Sustainable Use in Latin ...,https://www.oecd.org/content/dam/oecd/en/publications/reports/2018/12/biodiversity-conservation-and-sustainable-use-in-latin-america_g1g9a625/9789264309630-en.pdf,This report provides a cross-country overview of biodiversity conservation and sustainable use policies in five Latin American countries. It draws on the OECD's ...,https://www.oecd.org › oecd › reports › 2018/12,www_oecd_org_Biodiversity_Conservation_and_Sustainable_Use_in_L.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate-related policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Documents & Reports - Advanced Search | The World Bank,https://documents.worldbank.org/en/publication/documents-reports/docadvancesearch,Climate Change Policy and Regulation. Customs Administration. Decentralization. Economics and Finance of Public Institution Development. Governance and ...,https://documents.worldbank.org › docadvancesearch,documents_worldbank_org_Documents_Reports_Advanced_Search_The_World_Bank.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,A Guidebook for National Development Banks on Climate Risk,https://publications.iadb.org/publications/english/document/A-Guidebook-for-National-Development-Banks-on-Climate-Risk.pdf,It defines the main concepts—physical and transitional risks of climate change—and explains the various transmission channels through which climate risk turns ...,https://publications.iadb.org › english › document,publications_iadb_org_A_Guidebook_for_National_Development_Banks_on_Clim.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Agenda 21.pdf,https://www.un.org/esa/dsd/agenda21/Agenda%2021.pdf,Symbols of United Nations documents are composed of capital letters combined with figures. The designations employed and the presentation of thematerial in ...,https://www.un.org › esa › dsd › agenda21,www_un_org_Agenda_21_pdf.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Handbook for the Montreal Protocol on Substances that ...,https://ozone.unep.org/sites/default/files/2019-08/mp-handbook-2017-english.pdf,The Montreal Protocol on Substances that Deplete the Ozone Layer ................. 3. Preamble .,https://ozone.unep.org › sites › default › files › m...,ozone_unep_org_Handbook_for_the_Montreal_Protocol_on_Substances_t.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Brazil during 2018-2022.,"[""The document is about the Montreal Protocol on Substances that Deplete the Ozone Layer, which is not directly related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks.""]"
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Handbook for the Montreal Protocol on Substances that ...,https://ozone.unep.org/sites/default/files/2019-08/mp-handbook-2017-english.pdf,The Montreal Protocol on Substances that Deplete the Ozone Layer ................. 3. Preamble .,https://ozone.unep.org › sites › default › files › m...,ozone_unep_org_Handbook_for_the_Montreal_Protocol_on_Substances_t.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework adopted in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,FROM POLLUTION TO SOLUTION,https://www.gdr-po.cnrs.fr/docs/UNEP_2021.pdf,United Nations Environment Programme (2021). From Pollution to. Solution. A global assessment of marine litter and plastic pollution Nairobi. Production. United ...,https://www.gdr-po.cnrs.fr › docs › UNEP_2021,www_gdr-po_cnrs_fr_FROM_POLLUTION_TO_SOLUTION.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Environmental Courts and Tribunals – 2021,https://orca.cardiff.ac.uk/id/eprint/153475/1/UNEP%20ECT2021%20final.pdf,• providing technical assistance by sharing judicial good practices; and. • providing research and analysis which focus on environmental adjudication ...,https://orca.cardiff.ac.uk › UNEP ECT2021 final,orca_cardiff_ac_uk_Environmental_Courts_and_Tribunals_2021.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Water Governance in Peru (EN),https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/03/water-governance-in-peru_0980e96a/568847b5-en.pdf,"The Policy Dialogue underlying this report facilitated a consensus among water stakeholders on key issues related to overcoming governance gaps, strengthening ...",https://www.oecd.org › oecd › reports › 2021/03,www_oecd_org_Water_Governance_in_Peru_EN_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate-related policy or action in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Macroeconomic and Financial Policies for Climate Change ...,https://www.elibrary.imf.org/view/journals/001/2019/185/article-A001-en.xml,This paper provides an overview of the rapidly growing literature on the role of macroeconomic and financial policy tools in enabling this transition.,https://www.elibrary.imf.org › journals › article-A001-en,www_elibrary_imf_org_Macroeconomic_and_Financial_Policies_for_Climate_C.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Brazil during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Brazil during 2018-2022.",[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,"Green finance for energy transition, climate action and ...",https://www.aimspress.com/article/doi/10.3934/GF.2022001?viewType=HTML,Green finance indicates the deployment of private and public capital towards projects that not only prevent environmental degradation and related impacts.,https://www.aimspress.com › article › doi,www_aimspress_com_Green_finance_for_energy_transition_climate_action.txt,False,False,0,0,none,none,none,"The document does not provide explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Brazil during 2018-2022.,[]
Brazil,2018–2022,1,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Green jobs in Argentina: opportunities to move forward with ...,https://repositorio.cepal.org/server/api/core/bitstreams/3bcba318-6f24-452a-9544-7244969ae75b/content,"The Argentine economy has been becoming greener because of a new political orientation, international commitments (the Paris Agreement and the 2030 Agenda.",https://repositorio.cepal.org › bitstreams › content,repositorio_cepal_org_Green_jobs_in_Argentina_opportunities_to_move_forw.txt,False,False,0,0,none,none,none,"The document is about green jobs in Argentina, not Brazil, and does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,INSTITUTIONAL CAPACITIES FOR NDC IMPLEMENTATION,https://transparency-partnership.net/system/files/document/UNEP%20DTUP%202018_%20Institutional%20Capacities%20For%20NDC%20Implementation.pdf,Nationally Determined Contributions (NDCs) are commitments by parties to the United Nations Framework Convention on Climate Change (UNFCCC). Each party defines ...,https://transparency-partnership.net › document,transparency-partnership_net_INSTITUTIONAL_CAPACITIES_FOR_NDC_IMPLEMENTATION.txt,False,False,0,0,none,none,unclear,,,[]
Brazil,2018–2022,2,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Strategic Frameworks support for Brazil through UNEP,https://www.greenclimate.fund/document/strategic-frameworks-support-brazil-through-unep,"Strategic Frameworks support for Brazil through UNEP. Brazil submitted the document ratifying the Paris Agreement in September 2016, in which it committed to ...",https://www.greenclimate.fund › document › strategic-f...,www_greenclimate_fund_Strategic_Frameworks_support_for_Brazil_through_UN.txt,True,True,80,60,NDC implementation plan,developed,national,"Brazil has a Nationally Determined Contribution (NDC) with targets to reduce GHG emissions by 37% in 2025 and 43% in 2030. A project 'Mitigation Options of GHG Emissions in Key Sectors in Brazil' was prepared in partnership between the Ministry of Science, Technology, Innovations and Communications (MCTIC) and UN Environment.","UN Environment partnered with the Ministry of Science, Technology, Innovations and Communications (MCTIC) to prepare the project 'Mitigation Options of GHG Emissions in Key Sectors in Brazil', which supports Brazil's NDC implementation.","[""Brazil submitted the document ratifying the Paris Agreement in September 2016"", ""The project 'Mitigation Options of GHG Emissions in Key Sectors in Brazil', prepared in a partnership between the Ministry of Science, Technology, Innovations and Communications (MCTIC) and UN Environment""]"
